interKP-400-100-9-8,MibS,163.37,0.0
rndgraph-50_1-3-3_002,MibS,1549.53,7.0
sp98ir_0_100,MibS,3600.0,302310000.0
bmilplib_410_10,MibS,99.87,-153.367
general30-30-10-20-20-1,MibS,496.74,16.0
K5020W08.KNP,MibS,3600.01,3117.0
OR30x250-0.25_2.dat-50,MibS,-1,None
interKP-100-100-8-1,MibS,3600.0,610.0
OR5x250-0.75_8.dat-50,MibS,3600.01,54062.0
general20-20-10-20-20-6,MibS,18.65,100120.0
OR10x100-0.25_5.dat-50,MibS,3600.0,22055.0
tree-50_1-5-5_005,MibS,3600.01,25.0
interdiction45-6,MibS,3600.0,534.0
bmilplib_360_1,MibS,62.95,-133.0
OR10x500-0.50_6.dat-100,MibS,3600.06,149336.0
general20-20-20-20-20-1,MibS,604.03,199892.0
normalClique40-90-2,MibS,3600.07,15.0
T1-5-2,MibS,3.06,-209.0
weish12.dat-100,MibS,3600.0,3169.0
OR10x500-0.75_7.dat-50,MibS,3608.27,294393.0
pb5.dat-0,MibS,3600.0,1494.0
K5030W15.KNP,MibS,3600.0,3216.0
K5010W18.KNP,MibS,1.47,1580.0
BCPIns_12_7_10.txt_trad.txt_K12,MibS,3600.0,3.0
T1-7-2,MibS,3.52,-139.0
plusBCPIns_8_9_4,MibS,1986.94,3.0
OR30x250-0.75_6.dat-50,MibS,-1,None
interKP-200-100-6-3,MibS,3600.01,2782.0
plusBCPIns_10_9_3,MibS,3600.0,3.0
OR10x250-0.50_9.dat-0,MibS,3696.22,109200.0
K5030W06.KNP,MibS,3600.01,2055.0
interKP-100-100-4-8,MibS,3600.0,831.0
interKP-400-100-8-2,MibS,3600.02,4946.0
OR5x250-0.50_9.dat-0,MibS,3600.01,91285.0
interKP-300-100-9-2,MibS,1203.53,0.0
interKP-400-100-5-6,MibS,3600.08,12204.0
neos-2657525-crna_50_50,MibS,3600.0,None
BCPIns_10_7_2.txt_trad.txt_K8,MibS,3600.0,3.0
K5040W04.KNP,MibS,3600.0,4453.0
OR10x500-0.25_7.dat-100,MibS,3600.03,117580.0
OR10x100-0.25_2.dat-100,MibS,3600.0,26845.0
T1-10-2,MibS,6.59,-192.0
BCPIns_12_9_1.txt_trad.txt_K15,MibS,3600.0,4.0
weish01.dat-100,MibS,3600.0,1191.0
miblp_20_20_50_0110_5_18,MibS,0.02,-386.0
K5010W08.KNP,MibS,2.11,1707.0
interKP-100-100-6-7,MibS,3600.0,2297.0
bmilplib_310_1,MibS,18.57,-117.0
interKP-200-100-6-7,MibS,3600.02,4292.0
interKP-200-100-9-4,MibS,263.93,0.0
OR5x500-0.25_2.dat-100,MibS,3600.03,120588.0
OR10x500-0.75_1.dat-0,MibS,-1,None
K5050W07.KNP,MibS,3600.0,8471.0
OR30x500-0.75_7.dat-50,MibS,-1,None
OR30x100-0.25_6.dat-100,MibS,3600.0,25955.0
interKP-100-100-7-5,MibS,3600.0,2104.0
OR5x500-0.75_8.dat-100,MibS,3600.13,102374.0
neos18_0_100,MibS,3600.08,None
OR30x100-0.25_3.dat-50,MibS,3600.0,20892.0
rndgraph-25_1-3-3_003,MibS,8.27,17.0
weish16.dat-100,MibS,3600.0,6155.0
weish24.dat-50,MibS,3600.0,7717.0
BCPIns_15_7_8.txt_trad.txt_K19,MibS,3600.0,4.0
OR10x100-0.50_8.dat-50,MibS,3600.0,35504.0
weish06.dat-50,MibS,3600.0,1740.0
general30-30-30-20-20-7,MibS,3600.0,199865.0
interKP-400-100-6-7,MibS,3600.02,10201.0
OR30x250-0.50_4.dat-0,MibS,-1,None
interKP-500-100-5-1,MibS,3600.0,3385.0
interKP-200-100-2-7,MibS,3600.04,4724.0
pb7.dat-100,MibS,3600.0,725.0
2AP05-21,MibS,14.98,-47.0
bmilplib_360_9,MibS,26.42,-127.222
OR5x250-0.25_10.dat-50,MibS,3600.07,55473.0
OR10x500-0.75_8.dat-100,MibS,3600.13,100882.0
OR5x100-0.25_5.dat-0,MibS,3600.0,21965.0
xuLarge500-10,MibS,157.12,-139.289
K5020W10.KNP,MibS,52.01,2098.0
bmilplib_160_5,MibS,4.01,-140.778
OR30x500-0.75_3.dat-100,MibS,3600.14,101429.0
OR10x250-0.75_3.dat-50,MibS,3600.03,56616.0
BCPIns_8_7_7.txt_trad.txt_K5,MibS,77.03,3.0
interKP-400-100-9-1,MibS,714.72,0.0
K5030W09.KNP,MibS,118.17,2201.0
OR30x100-0.75_8.dat-50,MibS,3600.0,25846.0
gmu-35-50_0_100,MibS,3600.0,None
interKP-500-100-9-1,MibS,3600.07,1164.0
interKP-400-100-7-8,MibS,3600.05,7410.0
interKP-400-100-3-9,MibS,3600.07,4712.0
pet7.dat-0,MibS,3600.0,7485.0
weish09.dat-50,MibS,3600.0,2767.0
interKP-400-100-7-5,MibS,3600.04,9666.0
OR10x500-0.25_6.dat-100,MibS,3600.02,117664.0
weish30.dat-50,MibS,3600.0,9134.0
OR30x100-0.75_1.dat-100,MibS,3600.01,21896.0
interKP-200-100-7-2,MibS,3600.01,1872.0
plusBCPIns_10_7_7,MibS,3600.0,3.0
normalClique60-90-3,MibS,3600.09,21.0
OR30x250-0.25_4.dat-50,MibS,-1,None
OR5x500-0.50_9.dat-50,MibS,3600.13,166726.0
OR30x100-0.25_10.dat-0,MibS,3600.38,19355.0
BCPIns_10_9_2.txt_trad.txt_K10,MibS,3600.0,3.0
xuLarge1000-6,MibS,608.31,-71.9249
BCPIns_8_9_10.txt_trad.txt_K7,MibS,1137.56,3.0
general20-30-10-20-20-4,MibS,245.87,299764.0
weing2.dat-50,MibS,3.17,16705.0
interKP-300-100-8-1,MibS,3600.01,2066.0
OR10x250-0.75_6.dat-50,MibS,3600.03,58062.0
weish19.dat-100,MibS,3600.0,7926.0
OR5x250-0.75_2.dat-100,MibS,3600.01,56677.0
OR10x500-0.25_8.dat-50,MibS,-1,None
bmilplib_210_5,MibS,8.96,-134.0
OR30x100-0.25_7.dat-50,MibS,3600.0,21699.0
interKP-200-100-8-8,MibS,3600.0,3944.0
general30-30-10-20-20-9,MibS,2502.55,300060.0
plusBCPIns_8_9_10,MibS,2021.76,3.0
weish03.dat-50,MibS,3600.0,921.0
interKP-200-100-9-10,MibS,7.0,0.0
OR30x250-0.75_6.dat-100,MibS,3600.02,50368.0
interKP-300-100-6-8,MibS,3600.03,5204.0
OR30x500-0.50_6.dat-50,MibS,-1,None
interKP-300-100-1-6,MibS,3600.01,6214.0
K5050W18.KNP,MibS,3600.0,11620.0
plusBCPIns_12_7_7,MibS,3600.0,3.0
plusBCPIns_10_7_1,MibS,3600.0,3.0
OR30x250-0.75_10.dat-50,MibS,-1,None
neos-5052403-cygnet_0_100,MibS,-1,None
OR10x100-0.50_10.dat-0,MibS,3600.0,32959.0
pet2.dat-0,MibS,0.3,25295.0
interdiction50-3,MibS,3600.0,703.0
OR10x100-0.25_10.dat-50,MibS,3600.01,22328.0
rndgraph-25_2-2-2_004,MibS,3.39,7.0
OR10x500-0.50_3.dat-50,MibS,3724.78,223837.0
OR5x100-0.75_4.dat-100,MibS,3600.0,22671.0
bab2_0_100,MibS,3637.09,None
comp21-2idx_50_50,MibS,3635.37,None
weish21.dat-0,MibS,3600.0,3539.0
interKP-100-100-6-4,MibS,3600.0,1664.0
bmilplib_210_9,MibS,91.57,-184.0
opm2-z10-s4_0_100,MibS,3612.92,None
bab5_0_100,MibS,3600.26,None
bmilplib_310_6,MibS,99.59,-141.18
interKP-100-100-2-10,MibS,30.11,14.0
interKP-100-100-8-3,MibS,3600.0,1592.0
plusBCPIns_12_9_5,MibS,3600.0,4.0
OR30x100-0.75_7.dat-0,MibS,3600.01,17399.0
interKP-100-100-5-8,MibS,3600.0,1710.0
interKP-300-100-8-8,MibS,3600.07,5706.0
general30-20-10-20-20-9,MibS,131.03,199809.0
interKP-300-100-3-1,MibS,3600.0,2064.0
interKP-500-100-4-10,MibS,1487.13,0.0
interKP-100-100-1-1,MibS,3600.0,974.0
OR10x500-0.25_10.dat-50,MibS,-1,None
xuLarge800-7,MibS,162.83,-91.0
interKP-500-100-9-8,MibS,3600.03,14308.0
OR5x250-0.75_6.dat-0,MibS,3600.03,59865.0
interKP-100-100-4-7,MibS,-1,None
OR30x500-0.25_6.dat-0,MibS,-1,None
OR10x250-0.25_9.dat-0,MibS,3619.74,59820.0
normalClique50-70-7,MibS,3600.01,9.0
interKP-100-100-9-4,MibS,19.78,0.0
K5040W06.KNP,MibS,3600.0,6566.0
interKP-500-100-9-6,MibS,3600.05,12006.0
OR5x500-0.25_5.dat-0,MibS,3622.59,122196.0
interKP-100-100-7-6,MibS,3600.0,2518.0
knapsack,MibS,0.18,0.0
BCPIns_12_9_8.txt_trad.txt_K15,MibS,3600.0,4.0
OR30x100-0.75_4.dat-50,MibS,3600.0,24660.0
OR5x250-0.75_5.dat-0,MibS,3600.02,56660.0
interdiction40-9,MibS,464.12,179.0
OR30x500-0.75_1.dat-50,MibS,-1,None
OR10x500-0.50_9.dat-100,MibS,3600.01,149977.0
interKP-500-100-6-6,MibS,3600.09,13953.0
rndgraph-80_1-3-3_001,MibS,3600.13,3.0
cap6000-0.500000,MibS,3600.03,-1169820.0
interKP-400-100-6-3,MibS,3600.02,5748.0
interKP-300-100-4-3,MibS,-1,None
interKP-500-100-8-5,MibS,3600.11,13436.0
OR10x500-0.25_5.dat-50,MibS,-1,None
interKP-300-100-4-7,MibS,3600.04,4314.0
bmilplib_60_9,MibS,14.23,-136.5
OR10x500-0.75_5.dat-50,MibS,3624.06,303242.0
fast0507-0.500000,MibS,3621.34,None
BCPIns_10_9_9.txt_trad.txt_K10,MibS,3600.0,3.0
eilA101-2_50_50,MibS,3600.53,None
2AP05-17,MibS,19.54,-66.0
normalClique50-70-9,MibS,3600.08,10.0
OR30x100-0.50_5.dat-50,MibS,3600.0,35369.0
enigma-0.900000,MibS,1.24,0.0
OR10x500-0.25_1.dat-0,MibS,-1,None
OR30x250-0.25_2.dat-100,MibS,3600.01,63145.0
K5010W05.KNP,MibS,1.21,2114.0
normalClique50-90-10,MibS,3600.26,17.0
interKP-500-100-4-7,MibS,3600.02,8693.0
T1-8-2,MibS,22.68,-163.0
OR5x100-0.50_1.dat-50,MibS,3600.0,33553.0
BCPIns_8_7_5.txt_trad.txt_K5,MibS,12.74,2.0
BCPIns_15_7_5.txt_trad.txt_K19,MibS,3600.0,4.0
sento1.dat-50,MibS,3600.0,4074.0
square41_0_100,MibS,-1,None
OR10x100-0.75_6.dat-50,MibS,3600.0,27160.0
OR10x100-0.50_9.dat-100,MibS,3600.01,30675.0
rndgraph-50_1-5-3_011,MibS,-1,None
interdiction40-2,MibS,3600.0,497.0
BCPIns_12_7_6.txt_trad.txt_K12,MibS,3600.0,3.0
xuLarge600-10,MibS,139.97,-111.57
OR10x250-0.50_1.dat-100,MibS,3600.01,81583.0
OR5x500-0.50_10.dat-100,MibS,3600.12,155612.0
general30-20-20-20-20-10,MibS,262.79,99630.0
OR10x250-0.75_3.dat-0,MibS,3640.58,150506.0
interKP-300-100-5-1,MibS,3600.01,2047.0
OR5x250-0.25_9.dat-50,MibS,3600.01,57882.0
interKP-100-100-1-4,MibS,3600.0,1682.0
OR10x500-0.25_10.dat-0,MibS,-1,None
OR5x500-0.25_7.dat-50,MibS,3600.03,113888.0
K5020W12.KNP,MibS,17.27,2086.0
interKP-500-100-1-8,MibS,3600.08,7478.0
bmilplib_260_9,MibS,18.26,-160.0
OR5x100-0.75_5.dat-50,MibS,3600.0,22168.0
plusBCPIns_10_7_8,MibS,3600.0,3.0
OR10x250-0.50_1.dat-50,MibS,3631.06,91615.0
plusBCPIns_8_9_3,MibS,2006.43,3.0
OR10x100-0.25_2.dat-50,MibS,3600.0,21586.0
interKP-400-100-9-5,MibS,2025.83,0.0
OR5x500-0.75_7.dat-50,MibS,3600.13,106845.0
K5030W05.KNP,MibS,3600.0,4948.0
OR5x100-0.75_2.dat-0,MibS,3600.02,23408.0
interKP-200-100-9-8,MibS,18.1,0.0
general30-20-10-20-20-7,MibS,225.01,99777.0
normalClique60-70-3,MibS,3600.19,12.0
plusBCPIns_8_7_10,MibS,42.06,2.0
normalClique40-70-6,MibS,3600.04,9.0
interKP-500-100-1-1,MibS,3600.02,7332.0
general20-30-10-20-20-6,MibS,305.67,99622.0
OR10x250-0.25_2.dat-50,MibS,3613.91,56193.0
interKP-200-100-3-5,MibS,3600.01,5328.0
interKP-500-100-4-6,MibS,3600.03,11398.0
core2536-691_50_50,MibS,3600.49,None
K5030W18.KNP,MibS,3600.0,3129.0
weish13.dat-100,MibS,3600.0,2673.0
interKP-400-100-8-5,MibS,3600.03,11036.0
normalClique40-90-9,MibS,3600.04,15.0
general30-30-20-20-20-10,MibS,3600.0,199362.0
p2756-0.500000,MibS,3600.0,None
rmine6_0_100,MibS,3600.01,None
weish08.dat-100,MibS,1458.19,1369.0
2AP05-2,MibS,36.26,-46.0
OR5x100-0.25_6.dat-50,MibS,3600.0,24519.0
K5050W17.KNP,MibS,3600.0,10084.0
general20-30-20-20-20-4,MibS,3600.03,299882.0
OR5x250-0.75_10.dat-50,MibS,3600.01,55150.0
interKP-300-100-1-2,MibS,3600.01,5247.0
pet3.dat-0,MibS,3.55,905.0
interKP-500-100-7-5,MibS,3600.1,11736.0
bmilplib_410_4,MibS,36.82,-119.5
neos-686190_0_100,MibS,109.74,6750.0
xuLarge1000-3,MibS,445.23,-102.527
OR5x100-0.50_10.dat-50,MibS,3600.0,33149.0
tree-80_3-3-1_002,MibS,1571.21,45.0
OR10x500-0.25_3.dat-0,MibS,-1,None
sento1.dat-0,MibS,3600.01,2855.0
OR10x500-0.25_2.dat-50,MibS,-1,None
K5020W13.KNP,MibS,8.0,2194.0
OR10x100-0.25_5.dat-0,MibS,3600.0,21437.0
T1-2-1,MibS,2.76,-173.0
BCPIns_12_9_10.txt_trad.txt_K15,MibS,3600.0,4.0
interKP-200-100-5-2,MibS,3600.01,2372.0
OR5x250-0.25_6.dat-0,MibS,3601.57,54777.0
general30-20-20-20-20-3,MibS,958.14,99952.0
weish14.dat-0,MibS,3600.0,1987.0
interKP-400-100-8-3,MibS,3600.03,7030.0
plusBCPIns_8_7_5,MibS,49.09,2.0
bmilplib_10_3,MibS,4.08,-437.0
trento1_0_100,MibS,3600.25,None
fast0507-0.100000,MibS,3623.52,None
interKP-100-100-6-2,MibS,3600.0,832.0
tanglegram1_0_100,MibS,3600.91,None
plusBCPIns_15_7_10,MibS,3600.0,4.0
interKP-100-100-5-5,MibS,3600.0,2705.0
interdiction35-9,MibS,2.84,80.0
K5040W02.KNP,MibS,3600.0,10627.0
K5030W14.KNP,MibS,3600.0,3258.0
BCPIns_10_7_10.txt_trad.txt_K8,MibS,3600.0,3.0
OR30x500-0.25_5.dat-50,MibS,-1,None
OR30x100-0.75_10.dat-50,MibS,3600.0,24423.0
rndgraph-50_3-5-5_004,MibS,-1,None
interKP-100-100-2-2,MibS,3600.0,1057.0
tree-25_2-2-2_009,MibS,0.95,17.0
OR30x100-0.25_4.dat-100,MibS,3600.01,24900.0
OR10x100-0.25_3.dat-100,MibS,3600.0,27090.0
OR5x500-0.50_2.dat-50,MibS,3600.01,167288.0
OR5x100-0.25_10.dat-100,MibS,3600.01,25422.0
OR30x100-0.75_7.dat-100,MibS,3600.01,21779.0
rndgraph-25_1-3-3_002,MibS,8.78,15.0
interKP-300-100-3-7,MibS,3600.0,8906.0
interKP-400-100-2-4,MibS,3600.01,7664.0
OR5x100-0.75_4.dat-50,MibS,3600.0,21502.0
pb1.dat-0,MibS,3600.0,1584.0
OR10x250-0.75_1.dat-50,MibS,3600.02,57536.0
general20-30-20-20-20-7,MibS,3600.01,299885.0
interKP-200-100-2-9,MibS,3600.03,2009.0
OR30x250-0.25_4.dat-0,MibS,-1,None
weish15.dat-100,MibS,3600.0,7374.0
OR5x250-0.25_3.dat-50,MibS,3600.01,57004.0
weing6.dat-50,MibS,0.29,8103.0
ran14x18-disj-8_0_100,MibS,3600.0,None
bmilplib_160_3,MibS,4.69,-174.945
OR30x500-0.25_5.dat-100,MibS,3600.03,121916.0
OR10x500-0.50_8.dat-0,MibS,-1,None
OR10x100-0.25_1.dat-0,MibS,3600.0,21555.0
bmilplib_460_7,MibS,98.31,-83.75
harp2-0.900000,MibS,3600.0,None
interKP-400-100-8-1,MibS,3600.01,2712.0
BCPIns_10_9_3.txt_trad.txt_K10,MibS,3600.0,3.0
plusBCPIns_12_9_10,MibS,3600.0,4.0
neos-3024952-loue_50_50,MibS,3600.01,None
normalClique60-90-8,MibS,3600.13,20.0
OR5x500-0.25_4.dat-0,MibS,3715.33,118394.0
OR30x250-0.50_8.dat-100,MibS,3600.03,73276.0
nw04_0_100,MibS,-1,None
OR5x100-0.50_8.dat-100,MibS,3600.01,33695.0
normalClique50-70-6,MibS,3600.06,10.0
interKP-100-100-9-10,MibS,1.03,0.0
OR10x500-0.25_5.dat-0,MibS,-1,None
plusBCPIns_8_9_1,MibS,2054.69,3.0
iis-100-0-cov_50_50,MibS,3600.0,None
tree-50_1-5-5_006,MibS,3600.0,26.0
T1-4-1,MibS,12.15,-193.0
interKP-400-100-4-2,MibS,3600.01,4119.0
bmilplib_110_6,MibS,2.63,-148.25
OR30x100-0.25_8.dat-0,MibS,-1,None
K5020W20.KNP,MibS,370.9,1949.0
K5050W06.KNP,MibS,3600.0,10622.0
interKP-200-100-9-1,MibS,327.38,0.0
bmilplib_410_6,MibS,8.06,-151.308
OR5x100-0.25_4.dat-100,MibS,3600.0,25202.0
tree-25_2-2-2_005,MibS,0.78,18.0
supportcase6_50_50,MibS,3608.57,None
interKP-300-100-2-4,MibS,3600.0,5773.0
OR5x100-0.75_8.dat-0,MibS,3600.0,21965.0
OR5x500-0.25_4.dat-100,MibS,3600.0,126547.0
OR30x100-0.75_10.dat-100,MibS,3600.01,23234.0
OR30x100-0.75_2.dat-50,MibS,3600.0,26402.0
neos-1582420_0_100,MibS,3600.01,None
OR10x250-0.75_9.dat-0,MibS,3608.55,148113.0
OR30x500-0.50_2.dat-100,MibS,3600.06,147859.0
50v-10_0_100,MibS,3600.0,None
interKP-100-100-5-1,MibS,3600.0,681.0
OR30x250-0.25_7.dat-0,MibS,-1,None
neos-662469_50_50,MibS,3600.06,None
bmilplib_10_9,MibS,0.41,-79.0
K5010W13.KNP,MibS,0.11,700.0
OR30x500-0.25_6.dat-50,MibS,-1,None
OR30x500-0.50_7.dat-50,MibS,-1,None
OR30x250-0.25_3.dat-50,MibS,-1,None
interKP-500-100-2-5,MibS,3600.05,11570.0
normalClique60-90-9,MibS,3600.24,20.0
OR30x100-0.25_7.dat-0,MibS,3600.0,20922.0
weing7.dat-50,MibS,116.16,15646.0
K5040W20.KNP,MibS,3600.0,6726.0
BCPIns_12_7_3.txt_trad.txt_K12,MibS,3600.0,3.0
OR5x250-0.50_7.dat-0,MibS,3600.03,87174.0
neos-1109824_0_100,MibS,3600.13,None
OR10x250-0.25_10.dat-50,MibS,3609.86,56319.0
OR30x250-0.50_7.dat-0,MibS,-1,None
OR5x250-0.50_1.dat-50,MibS,3600.01,83233.0
plusBCPIns_8_9_6,MibS,1798.54,3.0
p0033-0.100000,MibS,0.17,3089.0
normalClique60-70-2,MibS,3600.08,10.0
bmilplib_10_1,MibS,0.44,-351.833
OR30x250-0.25_7.dat-50,MibS,-1,None
OR10x100-0.75_8.dat-50,MibS,3600.01,22483.0
sento1.dat-100,MibS,3600.0,6320.0
interKP-300-100-9-8,MibS,105.51,0.0
neos-957323_0_100,MibS,3601.62,None
normalClique60-90-1,MibS,3600.19,20.0
interKP-200-100-8-9,MibS,3600.01,2300.0
rndgraph-80_1-3-3_012,MibS,3600.02,3.0
OR30x500-0.50_10.dat-100,MibS,3600.03,146435.0
OR30x500-0.25_1.dat-0,MibS,-1,None
interKP-400-100-7-6,MibS,3600.0,11600.0
OR5x500-0.25_6.dat-50,MibS,3600.04,116134.0
bmilplib_310_9,MibS,16.22,-115.649
interKP-500-100-9-9,MibS,283.89,0.0
normalClique40-70-3,MibS,3600.07,10.0
BCPIns_10_7_5.txt_trad.txt_K8,MibS,3600.0,3.0
plusBCPIns_15_9_6,MibS,3600.0,6.0
OR10x500-0.50_2.dat-0,MibS,-1,None
OR5x100-0.50_2.dat-50,MibS,3600.0,35813.0
OR5x100-0.25_6.dat-0,MibS,3600.0,22601.0
pet3.dat-100,MibS,1.21,1080.0
OR10x500-0.25_1.dat-50,MibS,3724.53,125838.0
interKP-400-100-6-2,MibS,3600.01,3832.0
